     0.000000     0.000000     0.000000
     0.000000     0.000000    0.0117188
     0.000000     0.000000    0.0234375
     0.000000   0.00390625    0.0351563
     0.000000   0.00781250    0.0507813
     0.000000    0.0117188    0.0625000
     0.000000    0.0156250    0.0742188
     0.000000    0.0195313    0.0859375
     0.000000    0.0234375    0.0976563
     0.000000    0.0273438     0.109375
     0.000000    0.0312500     0.125000
     0.000000    0.0351563     0.136719
     0.000000    0.0390625     0.148438
     0.000000    0.0429688     0.160156
     0.000000    0.0468750     0.171875
     0.000000    0.0507813     0.183594
     0.000000    0.0546875     0.199219
     0.000000    0.0585938     0.210938
     0.000000    0.0625000     0.222656
     0.000000    0.0664063     0.234375
     0.000000    0.0703125     0.234375
     0.000000    0.0742188     0.238281
     0.000000    0.0781250     0.242188
     0.000000    0.0820313     0.246094
     0.000000    0.0859375     0.250000
     0.000000    0.0898438     0.257813
     0.000000    0.0937500     0.261719
     0.000000    0.0976563     0.265625
     0.000000     0.101563     0.269531
     0.000000     0.105469     0.273438
     0.000000     0.109375     0.273438
     0.000000     0.113281     0.269531
     0.000000     0.117188     0.265625
     0.000000     0.121094     0.261719
     0.000000     0.125000     0.257813
     0.000000     0.128906     0.250000
     0.000000     0.132813     0.246094
     0.000000     0.136719     0.242188
     0.000000     0.140625     0.238281
     0.000000     0.144531     0.234375
     0.000000     0.148438     0.234375
     0.000000     0.152344     0.226563
     0.000000     0.156250     0.222656
     0.000000     0.160156     0.214844
     0.000000     0.164063     0.210938
     0.000000     0.167969     0.203125
     0.000000     0.171875     0.199219
     0.000000     0.175781     0.191406
     0.000000     0.179688     0.187500
     0.000000     0.183594     0.179688
     0.000000     0.187500     0.175781
     0.000000     0.191406     0.167969
     0.000000     0.195313     0.164063
     0.000000     0.199219     0.156250
     0.000000     0.203125     0.148438
     0.000000     0.207031     0.144531
     0.000000     0.210938     0.136719
     0.000000     0.214844     0.132813
     0.000000     0.218750     0.125000
     0.000000     0.222656     0.121094
     0.000000     0.226563     0.113281
     0.000000     0.230469     0.109375
     0.000000     0.234375     0.101563
     0.000000     0.238281    0.0976563
     0.000000     0.242188    0.0898438
     0.000000     0.246094    0.0859375
     0.000000     0.250000    0.0781250
     0.000000     0.253906    0.0703125
     0.000000     0.257813    0.0664063
     0.000000     0.261719    0.0585938
     0.000000     0.265625    0.0546875
     0.000000     0.269531    0.0468750
     0.000000     0.273438    0.0429688
     0.000000     0.277344    0.0351563
     0.000000     0.281250    0.0312500
     0.000000     0.285156    0.0234375
     0.000000     0.289063    0.0195313
     0.000000     0.292969    0.0117188
     0.000000     0.296875   0.00781250
     0.000000     0.300781     0.000000
   0.00781250     0.304688     0.000000
    0.0195313     0.308594     0.000000
    0.0273438     0.312500     0.000000
    0.0351563     0.316406     0.000000
    0.0429688     0.320313     0.000000
    0.0546875     0.324219     0.000000
    0.0625000     0.328125     0.000000
    0.0703125     0.332031     0.000000
    0.0820313     0.335938     0.000000
    0.0898438     0.339844     0.000000
    0.0976563     0.343750     0.000000
     0.109375     0.347656     0.000000
     0.117188     0.351563     0.000000
     0.125000     0.355469     0.000000
     0.132813     0.359375     0.000000
     0.144531     0.363281     0.000000
     0.152344     0.367188     0.000000
     0.160156     0.371094     0.000000
     0.171875     0.375000     0.000000
     0.179688     0.378906     0.000000
     0.187500     0.382813     0.000000
     0.199219     0.386719     0.000000
     0.207031     0.390625     0.000000
     0.214844     0.394531     0.000000
     0.222656     0.398438     0.000000
     0.234375     0.402344     0.000000
     0.242188     0.406250     0.000000
     0.250000     0.410156     0.000000
     0.261719     0.414063     0.000000
     0.269531     0.417969     0.000000
     0.277344     0.421875     0.000000
     0.289063     0.425781     0.000000
     0.296875     0.429688     0.000000
     0.304688     0.433594     0.000000
     0.312500     0.437500     0.000000
     0.324219     0.441406     0.000000
     0.332031     0.445313     0.000000
     0.339844     0.449219     0.000000
     0.351563     0.453125     0.000000
     0.359375     0.457031     0.000000
     0.367188     0.460938     0.000000
     0.375000     0.464844     0.000000
     0.386719     0.468750     0.000000
     0.394531     0.472656     0.000000
     0.402344     0.476563     0.000000
     0.414063     0.480469     0.000000
     0.421875     0.484375     0.000000
     0.429688     0.488281     0.000000
     0.441406     0.492188     0.000000
     0.449219     0.496094     0.000000
     0.457031     0.500000     0.000000
